,uid,video,audio,label,center,pred,posScore
431,431,speaker064_0001,speaker064_0001,0,7,0,0.99962319512
432,432,speaker052_0023,speaker141_0003,0,29,1,0.13555914000000002
433,433,speaker143_0006,speaker143_0006,1,20,0,0.5201852
434,434,speaker112_0000,speaker112_0000,1,42,1,0.60553813
435,435,speaker039_0000,speaker039_0004,0,19,0,0.988191607
436,436,speaker047_0008,speaker047_0008,1,45,1,0.9770357
437,437,speaker110_0000,speaker197_0009,0,23,0,0.9966182904
438,438,speaker147_0000,speaker147_0000,0,28,0,0.989988608
439,439,speaker210_0001,speaker210_0001,1,65,0,0.32003543
440,440,speaker106_0000,speaker106_0000,1,26,1,0.5089429
441,441,speaker292_0005,speaker292_0000,0,86,0,0.58888113
442,442,speaker005_0033,speaker005_0033,0,1,0,0.99933658564
443,443,speaker184_0009,speaker184_0009,1,8,1,0.6603622
444,444,speaker246_0001,speaker246_0001,0,3,0,0.9992914802
445,445,speaker163_0002,speaker314_0006,0,20,0,0.976869699
446,446,speaker218_0003,speaker218_0003,1,12,1,0.9557332
447,447,speaker094_0007,speaker094_0007,1,9,0,0.14346021
448,448,speaker064_0001,speaker064_0001,0,41,0,0.85116789
449,449,speaker306_0003,speaker014_0019,0,132,0,0.956482984
450,450,speaker270_0006,speaker270_0006,1,82,1,0.9874424
451,451,speaker116_0000,speaker116_0000,1,27,1,0.8551374
452,452,speaker139_0004,speaker139_0004,1,21,0,0.25325444
453,453,speaker328_0002,speaker328_0002,1,38,1,0.8975265
454,454,speaker134_0002,speaker134_0002,1,11,0,0.36803576
455,455,speaker228_0001,speaker228_0001,0,39,0,0.9985963288
456,456,speaker005_0025,speaker005_0025,1,19,0,0.13012768
457,457,speaker257_0009,speaker257_0004,0,86,0,0.992841397
458,458,speaker046_0003,speaker249_0000,0,3,0,0.99946239684
459,459,speaker242_0001,speaker235_0000,0,28,0,0.989314196
460,460,speaker274_0006,speaker274_0006,1,49,1,0.98861194
461,461,speaker111_0001,speaker111_0001,0,20,0,0.9978834395
462,462,speaker074_0010,speaker074_0010,1,47,1,0.9659079
463,463,speaker292_0003,speaker292_0003,0,34,0,0.978309976
464,464,speaker197_0010,speaker197_0010,0,36,1,0.14426039999999996
465,465,speaker208_0021,speaker208_0021,1,10,0,0.34053963
466,466,speaker155_0001,speaker155_0001,0,53,0,0.996853337
467,467,speaker126_0002,speaker126_0002,1,31,1,0.93437535
468,468,speaker168_0000,speaker168_0000,1,2,1,0.9856919
469,469,speaker185_0004,speaker185_0004,1,5,1,0.9310762
470,470,speaker285_0005,speaker285_0005,1,31,0,0.1588902
471,471,speaker249_0000,speaker249_0000,1,12,1,0.9108207
472,472,speaker049_0025,speaker049_0025,1,100,0,0.42465657
473,473,speaker254_0004,speaker254_0004,0,55,0,0.6583655500000001
474,474,speaker047_0013,speaker047_0020,0,36,0,0.970062392
475,475,speaker106_0001,speaker106_0001,1,142,1,0.9906831
476,476,speaker230_0005,speaker230_0005,1,90,1,0.91895694
477,477,speaker136_0000,speaker136_0000,1,42,1,0.9814101
478,478,speaker201_0001,speaker201_0001,0,13,0,0.99923007435
479,479,speaker292_0015,speaker292_0015,0,13,0,0.994589153
480,480,speaker136_0000,speaker136_0001,0,22,0,0.85688019
481,481,speaker185_0005,speaker242_0003,0,51,0,0.9989293859
482,482,speaker235_0002,speaker235_0002,0,46,0,0.9927467518
483,483,speaker106_0004,speaker106_0004,0,9,0,0.9990184358
484,484,speaker189_0004,speaker189_0004,1,51,1,0.9628372
485,485,speaker155_0005,speaker155_0005,1,79,1,0.63309884
486,486,speaker071_0001,speaker163_0003,0,143,0,0.887147
487,487,speaker247_0001,speaker247_0001,1,30,1,0.97078305
488,488,speaker292_0008,speaker292_0008,1,50,1,0.9580516
489,489,speaker005_0039,speaker282_0002,0,92,0,0.950359
490,490,speaker169_0003,speaker169_0003,0,18,0,0.889642
491,491,speaker103_0004,speaker103_0004,1,54,1,0.72546715
492,492,speaker313_0002,speaker313_0002,0,4,0,0.9989737895
493,493,speaker283_0004,speaker016_0007,0,69,1,0.4371073
494,494,speaker039_0000,speaker039_0000,1,18,1,0.76944864
495,495,speaker106_0000,speaker106_0000,1,234,0,0.2878294
496,496,speaker068_0015,speaker068_0015,1,29,1,0.9868391
497,497,speaker303_0000,speaker303_0000,1,59,1,0.7243334
498,498,speaker313_0008,speaker313_0008,1,79,1,0.99243295
499,499,speaker102_0001,speaker102_0001,0,29,1,0.4138587
500,500,speaker249_0000,speaker249_0000,0,38,0,0.96968937
501,501,speaker295_0000,speaker263_0001,0,16,0,0.60444677
502,502,speaker254_0003,speaker254_0003,1,12,1,0.6813063
503,503,speaker028_0007,speaker028_0007,0,1,0,0.99951336134
504,504,speaker169_0005,speaker169_0005,1,2,1,0.99442023
505,505,speaker149_0000,speaker149_0000,0,2,0,0.99964742598
506,506,speaker273_0005,speaker273_0005,0,17,1,0.34227569999999996
507,507,speaker302_0002,speaker302_0002,0,55,0,0.943681218
508,508,speaker256_0003,speaker256_0003,1,4,1,0.9917679
509,509,speaker113_0000,speaker136_0001,0,25,0,0.75423272
510,510,speaker136_0001,speaker136_0001,1,59,1,0.9808094
511,511,speaker247_0011,speaker247_0011,1,38,1,0.99613893
512,512,speaker018_0003,speaker018_0003,0,30,0,0.9985196707
513,513,speaker300_0001,speaker300_0001,1,84,1,0.99120533
514,514,speaker018_0004,speaker018_0004,1,66,1,0.6414951
515,515,speaker055_0011,speaker055_0011,0,9,0,0.999440051
516,516,speaker069_0000,speaker069_0000,1,6,1,0.9429888
517,517,speaker136_0000,speaker136_0001,0,4,0,0.9993538199
518,518,speaker321_0002,speaker321_0002,1,13,0,0.47157925
519,519,speaker004_0014,speaker004_0018,0,25,0,0.9995950876
520,520,speaker076_0003,speaker076_0003,1,30,1,0.5392771
521,521,speaker228_0001,speaker228_0001,1,91,1,0.70421004
522,522,speaker090_0000,speaker090_0000,1,93,1,0.71003056
523,523,speaker169_0005,speaker169_0005,1,4,1,0.99114203
524,524,speaker185_0000,speaker185_0000,1,140,1,0.98374486
525,525,speaker316_0009,speaker316_0009,1,127,1,0.9128428
526,526,speaker201_0012,speaker201_0012,1,11,0,0.036689445
527,527,speaker314_0005,speaker314_0005,1,106,1,0.5358673
528,528,speaker102_0001,speaker102_0001,1,24,0,0.41666195
529,529,speaker164_0003,speaker208_0032,0,16,1,0.4177748
530,530,speaker135_0000,speaker135_0001,0,45,0,0.998723135
531,531,speaker055_0026,speaker055_0026,0,62,0,0.967103545
532,532,speaker256_0000,speaker256_0000,1,60,1,0.96667325
533,533,speaker188_0008,speaker188_0001,0,250,0,0.99932537775
534,534,speaker193_0002,speaker046_0006,0,14,0,0.981166985
535,535,speaker168_0002,speaker168_0002,1,43,1,0.98794687
536,536,speaker136_0001,speaker136_0001,1,52,1,0.61187935
537,537,speaker102_0000,speaker102_0000,1,7,1,0.98610216
538,538,speaker055_0032,speaker228_0001,0,1,0,0.99953022925
539,539,speaker166_0009,speaker166_0009,1,46,1,0.9515203
540,540,speaker303_0001,speaker303_0001,1,51,1,0.9636295
541,541,speaker258_0000,speaker258_0016,0,54,1,0.47693680000000005
542,542,speaker174_0002,speaker174_0002,1,40,0,0.026437925
543,543,speaker102_0001,speaker102_0000,0,62,0,0.94018164
544,544,speaker218_0003,speaker218_0005,0,14,0,0.90427982
545,545,speaker164_0006,speaker164_0006,1,23,1,0.98316586
546,546,speaker184_0007,speaker184_0007,1,24,0,0.23906776
547,547,speaker321_0001,speaker321_0001,0,14,0,0.83832915
548,548,speaker148_0000,speaker061_0021,0,104,0,0.75687127
549,549,speaker074_0018,speaker074_0008,0,38,0,0.9985595773
550,550,speaker205_0000,speaker205_0000,1,64,1,0.9097975
551,551,speaker278_0000,speaker278_0000,0,42,0,0.9991642
552,552,speaker150_0002,speaker256_0002,0,50,0,0.99958447623
553,553,speaker006_0007,speaker118_0000,0,59,0,0.9989195887
554,554,speaker126_0000,speaker126_0002,0,18,0,0.58719316
555,555,speaker047_0013,speaker047_0013,1,14,1,0.8678155
556,556,speaker300_0001,speaker300_0000,0,2,0,0.9995073816
557,557,speaker295_0000,speaker295_0001,0,161,0,0.986786534
558,558,speaker005_0018,speaker005_0018,1,32,0,0.31228775
559,559,speaker102_0001,speaker102_0001,1,36,0,0.29613882
560,560,speaker201_0006,speaker201_0006,1,25,1,0.8906276
561,561,speaker169_0001,speaker169_0001,0,16,0,0.9992707633
562,562,speaker164_0002,speaker164_0002,1,17,1,0.9604206
563,563,speaker126_0001,speaker126_0001,1,34,1,0.8819911
564,564,speaker113_0000,speaker113_0000,1,44,0,0.2860603
565,565,speaker310_0000,speaker310_0000,1,118,0,0.41370383
566,566,speaker314_0012,speaker314_0012,1,14,1,0.86365354
567,567,speaker223_0022,speaker223_0022,1,20,1,0.7471499
568,568,speaker274_0011,speaker163_0006,0,43,0,0.91542409
569,569,speaker198_0003,speaker198_0001,0,53,0,0.81362559
570,570,speaker303_0005,speaker303_0005,0,42,1,0.25997950000000003
571,571,speaker148_0001,speaker235_0001,0,62,0,0.90443336
572,572,speaker014_0010,speaker056_0017,0,112,0,0.9995544795
573,573,speaker287_0002,speaker232_0003,0,39,0,0.9989810492
574,574,speaker168_0002,speaker223_0018,0,16,0,0.9987869633
575,575,speaker073_0000,speaker073_0000,1,159,1,0.70151496
576,576,speaker234_0027,speaker234_0015,0,153,0,0.52955535
577,577,speaker189_0001,speaker189_0001,0,15,0,0.9988411558
578,578,speaker059_0001,speaker059_0000,0,34,0,0.92224007
579,579,speaker193_0004,speaker193_0004,1,0,1,0.9743024
580,580,speaker285_0007,speaker285_0002,0,32,0,0.86849833
581,581,speaker291_0003,speaker291_0002,0,20,0,0.99919203366
582,582,speaker145_0009,speaker145_0009,0,19,0,0.9987184937
583,583,speaker198_0000,speaker198_0000,0,10,0,0.9984593696
584,584,speaker071_0001,speaker071_0001,1,53,1,0.87470776
585,585,speaker303_0001,speaker062_0003,0,109,0,0.9971853897
586,586,speaker199_0006,speaker199_0004,0,97,0,0.96986715
587,587,speaker305_0001,speaker305_0001,1,25,1,0.96417874
588,588,speaker264_0004,speaker264_0004,1,78,1,0.8173034
589,589,speaker298_0004,speaker298_0004,1,163,1,0.9203005
590,590,speaker028_0016,speaker028_0016,1,109,0,0.060023423
591,591,speaker163_0005,speaker163_0000,0,14,0,0.79783268
592,592,speaker292_0004,speaker292_0001,0,45,0,0.76937121
593,593,speaker069_0002,speaker069_0002,1,195,1,0.90564984
594,594,speaker143_0006,speaker143_0006,0,75,1,0.44233290000000003
595,595,speaker267_0000,speaker267_0000,1,46,1,0.6062847
596,596,speaker144_0000,speaker134_0000,0,45,0,0.73262128
597,597,speaker049_0077,speaker263_0001,0,115,0,0.6965002
598,598,speaker207_0001,speaker207_0001,0,85,0,0.9921985
599,599,speaker193_0004,speaker193_0001,0,42,0,0.982817378
600,600,speaker109_0001,speaker109_0001,1,34,1,0.6397106
601,601,speaker136_0000,speaker270_0009,0,41,0,0.9995922885
602,602,speaker126_0000,speaker126_0000,1,29,1,0.8633752
603,603,speaker018_0011,speaker018_0011,1,88,1,0.8293351
604,604,speaker242_0003,speaker299_0000,0,16,0,0.9981468027
605,605,speaker227_0001,speaker227_0001,1,33,1,0.6693355
606,606,speaker048_0003,speaker048_0020,0,19,1,0.16109543999999998
607,607,speaker256_0002,speaker256_0002,0,80,0,0.990921779
608,608,speaker270_0006,speaker197_0006,0,31,0,0.997882732
609,609,speaker204_0000,speaker204_0000,1,21,1,0.72703356
610,610,speaker049_0016,speaker049_0016,1,35,0,0.4720796
611,611,speaker205_0000,speaker205_0002,0,65,0,0.5850139999999999
612,612,speaker127_0003,speaker127_0003,0,22,0,0.89767273
613,613,speaker004_0050,speaker257_0009,0,142,0,0.9986619091
614,614,speaker014_0020,speaker014_0020,0,36,1,0.16685265000000005
615,615,speaker249_0000,speaker249_0000,0,23,0,0.9985113147
616,616,speaker134_0002,speaker134_0002,0,1,0,0.9995044209
617,617,speaker246_0001,speaker246_0001,1,133,1,0.97321945
618,618,speaker267_0000,speaker297_0007,0,8,0,0.9952454646
619,619,speaker164_0000,speaker164_0000,1,51,1,0.99171597
620,620,speaker309_0001,speaker309_0001,0,73,0,0.983816592
621,621,speaker109_0001,speaker109_0001,1,37,1,0.9804226
622,622,speaker090_0000,speaker090_0000,1,58,1,0.784377
623,623,speaker305_0000,speaker305_0000,1,170,1,0.70153457
624,624,speaker005_0011,speaker005_0011,1,2,1,0.9944776
625,625,speaker174_0006,speaker262_0000,0,36,0,0.87158734
626,626,speaker189_0000,speaker189_0000,1,126,1,0.9514567
627,627,speaker092_0001,speaker092_0001,1,104,1,0.97786295
628,628,speaker218_0005,speaker218_0003,0,18,0,0.9990056632
629,629,speaker189_0008,speaker189_0000,0,12,1,0.02548033000000005
630,630,speaker247_0000,speaker110_0000,0,15,0,0.57442874
631,631,speaker283_0004,speaker283_0004,1,89,1,0.880493
632,632,speaker184_0006,speaker184_0006,1,14,1,0.52227205
633,633,speaker057_0018,speaker057_0018,1,87,1,0.6294013
634,634,speaker143_0003,speaker143_0006,0,23,0,0.9971611649
635,635,speaker080_0000,speaker080_0000,1,2,1,0.97628075
636,636,speaker094_0011,speaker094_0011,1,31,1,0.9581995
637,637,speaker296_0003,speaker296_0002,0,32,0,0.93690088
638,638,speaker223_0031,speaker223_0031,0,12,0,0.8468196100000001
639,639,speaker205_0001,speaker205_0000,0,42,0,0.99955550174
640,640,speaker150_0000,speaker150_0000,1,2,1,0.9419099
641,641,speaker062_0003,speaker062_0003,0,2,0,0.99967636395
642,642,speaker297_0000,speaker297_0000,0,19,0,0.966112856
643,643,speaker212_0028,speaker212_0028,1,43,1,0.7585831
644,644,speaker318_0000,speaker318_0000,1,80,0,0.29581517
645,645,speaker292_0001,speaker095_0000,0,22,0,0.90735712
646,646,speaker210_0001,speaker152_0006,0,103,0,0.9977487684
647,647,speaker309_0001,speaker309_0001,1,76,1,0.8862828
648,648,speaker242_0000,speaker094_0012,0,49,0,0.992092788
649,649,speaker280_0000,speaker280_0000,0,12,0,0.9990409682
650,650,speaker319_0002,speaker319_0002,1,134,0,0.38699946
651,651,speaker071_0001,speaker048_0044,0,121,0,0.99039329
652,652,speaker207_0003,speaker207_0003,0,11,0,0.971742675
653,653,speaker268_0002,speaker268_0002,1,19,0,0.042724892
654,654,speaker136_0001,speaker136_0001,1,64,1,0.9916134
655,655,speaker103_0004,speaker103_0004,1,17,1,0.50209624
656,656,speaker148_0000,speaker148_0000,0,1,0,0.9995243767
657,657,speaker247_0004,speaker247_0004,1,16,1,0.9245433
658,658,speaker257_0009,speaker257_0000,0,28,0,0.64569303
659,659,speaker197_0004,speaker004_0047,0,56,1,0.08784579999999997
660,660,speaker316_0004,speaker316_0004,1,86,1,0.691026
661,661,speaker193_0003,speaker193_0003,1,31,1,0.89148676
662,662,speaker207_0002,speaker207_0002,1,10,1,0.8248115
663,663,speaker283_0001,speaker283_0001,0,33,0,0.81444374
664,664,speaker049_0049,speaker049_0049,0,3,0,0.9996678643
665,665,speaker208_0023,speaker208_0023,0,113,0,0.983070966
666,666,speaker316_0000,speaker316_0000,1,235,1,0.9704905
667,667,speaker207_0002,speaker207_0002,1,110,1,0.98648506
668,668,speaker136_0000,speaker136_0000,1,15,0,0.22243223
669,669,speaker028_0004,speaker028_0015,0,21,0,0.96505565
670,670,speaker068_0004,speaker068_0004,1,53,0,0.3416178
671,671,speaker174_0007,speaker174_0007,1,10,1,0.7541799
672,672,speaker061_0066,speaker061_0066,0,135,0,0.92338005
673,673,speaker210_0001,speaker210_0001,1,75,0,0.2911008
674,674,speaker205_0000,speaker205_0000,0,83,0,0.9991423257
675,675,speaker148_0001,speaker148_0001,1,24,0,0.17124818
676,676,speaker267_0000,speaker267_0000,0,55,0,0.7040896400000001
677,677,speaker057_0007,speaker057_0007,0,186,0,0.91375819
678,678,speaker169_0003,speaker169_0003,1,39,1,0.9535074
679,679,speaker297_0007,speaker297_0006,0,126,0,0.85091668
680,680,speaker163_0006,speaker163_0006,1,76,1,0.7474067
681,681,speaker168_0000,speaker168_0000,0,31,0,0.9993201386
682,682,speaker310_0002,speaker310_0002,1,33,1,0.9889236
683,683,speaker046_0004,speaker168_0000,0,31,0,0.9988913172
684,684,speaker280_0002,speaker280_0001,0,62,0,0.91296238
685,685,speaker218_0008,speaker218_0005,0,10,0,0.9988707138
686,686,speaker135_0000,speaker309_0000,0,52,0,0.9988782818
687,687,speaker274_0017,speaker274_0017,0,7,0,0.9993433351
688,688,speaker316_0007,speaker316_0001,0,43,0,0.9974580372
689,689,speaker135_0001,speaker135_0001,1,17,1,0.61318153
690,690,speaker207_0003,speaker207_0003,1,38,0,0.20092803
691,691,speaker116_0000,speaker163_0005,0,0,0,0.9932786026
692,692,speaker311_0001,speaker311_0001,0,58,0,0.99916357483
693,693,speaker066_0016,speaker066_0016,1,55,0,0.20559028
694,694,speaker127_0002,speaker127_0001,0,0,0,0.99908199656
695,695,speaker246_0000,speaker208_0025,0,0,0,0.9993883273
696,696,speaker064_0001,speaker064_0001,0,36,0,0.79231869
697,697,speaker136_0001,speaker136_0001,1,19,1,0.4996354
698,698,speaker077_0001,speaker077_0001,0,59,0,0.953527138
699,699,speaker321_0001,speaker321_0000,0,104,0,0.9988116015
700,700,speaker103_0002,speaker055_0004,0,2,0,0.9994618591
701,701,speaker300_0001,speaker300_0001,0,31,0,0.9991118546
702,702,speaker316_0007,speaker316_0007,0,21,0,0.916706175
703,703,speaker174_0002,speaker174_0002,0,39,0,0.6185130999999999
704,704,speaker069_0000,speaker069_0000,0,140,1,0.13615089999999996
705,705,speaker291_0001,speaker291_0001,1,48,0,0.04842697
706,706,speaker303_0005,speaker303_0005,1,31,1,0.9778832
707,707,speaker295_0000,speaker295_0000,1,29,1,0.8829017
708,708,speaker290_0000,speaker290_0000,1,14,0,0.45035654
709,709,speaker077_0002,speaker282_0000,0,156,0,0.99959294277
710,710,speaker256_0002,speaker256_0002,0,48,0,0.95885639
711,711,speaker094_0000,speaker094_0000,1,61,0,0.33505118
712,712,speaker227_0001,speaker227_0005,0,20,0,0.998366559
713,713,speaker066_0005,speaker066_0005,1,15,1,0.91077906
714,714,speaker150_0001,speaker150_0001,1,20,0,0.041846797
715,715,speaker300_0001,speaker300_0001,0,66,0,0.9994314758
716,716,speaker291_0000,speaker291_0000,0,144,0,0.5257555199999999
717,717,speaker298_0003,speaker298_0003,1,19,0,0.43771857
718,718,speaker113_0000,speaker113_0000,1,22,0,0.20751724
719,719,speaker283_0001,speaker283_0001,1,195,1,0.9617585
720,720,speaker148_0001,speaker148_0001,1,73,1,0.93210924
721,721,speaker274_0008,speaker274_0008,0,71,0,0.91508846
722,722,speaker263_0001,speaker197_0009,0,7,1,0.12671023999999997
723,723,speaker227_0001,speaker006_0001,0,6,0,0.9995174465
724,724,speaker282_0008,speaker282_0008,1,6,1,0.96960896
725,725,speaker018_0019,speaker018_0019,1,108,1,0.95043266
726,726,speaker263_0001,speaker263_0001,0,22,0,0.9986585873
727,727,speaker127_0004,speaker127_0004,1,6,1,0.9933431
728,728,speaker052_0017,speaker210_0001,0,83,1,0.38291633
729,729,speaker074_0028,speaker074_0028,0,21,0,0.9980683327
730,730,speaker163_0002,speaker163_0002,1,32,1,0.92374456
731,731,speaker257_0010,speaker257_0010,0,43,0,0.977151752
732,732,speaker006_0011,speaker006_0011,1,47,0,0.37642738
733,733,speaker319_0003,speaker319_0002,0,12,0,0.90828259
734,734,speaker144_0003,speaker144_0003,1,30,1,0.94868636
735,735,speaker005_0012,speaker005_0012,1,0,1,0.98720026
736,736,speaker208_0003,speaker208_0003,1,65,1,0.98121357
737,737,speaker314_0009,speaker314_0009,0,106,1,0.18299335000000005
738,738,speaker234_0046,speaker234_0046,0,58,0,0.7710692299999999
739,739,speaker316_0004,speaker316_0004,1,50,0,0.31763342
740,740,speaker223_0010,speaker223_0016,0,37,0,0.61877024
741,741,speaker148_0001,speaker148_0001,1,68,0,0.22483313
742,742,speaker267_0001,speaker267_0001,1,17,1,0.9428551
743,743,speaker283_0000,speaker283_0000,0,46,0,0.7841271599999999
744,744,speaker138_0020,speaker138_0020,1,42,1,0.5168204
745,745,speaker189_0001,speaker262_0000,0,37,0,0.9989849773
746,746,speaker056_0017,speaker056_0014,0,13,0,0.988191852
747,747,speaker146_0001,speaker146_0001,1,131,0,0.07129452
748,748,speaker139_0005,speaker139_0005,1,29,0,0.3319558
749,749,speaker232_0000,speaker283_0003,0,41,0,0.9990000025
750,750,speaker316_0004,speaker316_0004,1,22,0,0.111280054
751,751,speaker283_0000,speaker283_0000,0,23,0,0.9989667622
752,752,speaker272_0000,speaker272_0000,1,11,1,0.68134665
753,753,speaker306_0003,speaker184_0011,0,95,0,0.99053423
754,754,speaker092_0001,speaker092_0001,0,93,0,0.74474376
755,755,speaker116_0000,speaker116_0000,0,31,0,0.9982097
756,756,speaker071_0001,speaker076_0003,0,115,1,0.22873169999999998
757,757,speaker048_0041,speaker313_0009,0,104,0,0.9995724602
758,758,speaker285_0001,speaker014_0021,0,13,0,0.923466854
759,759,speaker049_0026,speaker049_0026,1,60,1,0.5441383
760,760,speaker014_0011,speaker014_0011,1,51,1,0.6598376
761,761,speaker302_0000,speaker302_0000,1,12,1,0.8021353
762,762,speaker314_0002,speaker314_0002,0,43,0,0.941789053
763,763,speaker061_0013,speaker061_0013,1,37,1,0.84137183
764,764,speaker094_0006,speaker094_0003,0,203,0,0.99942650815
765,765,speaker278_0000,speaker311_0000,0,65,0,0.99959270193
766,766,speaker295_0000,speaker295_0002,0,51,0,0.657035
767,767,speaker126_0000,speaker316_0000,0,31,1,0.2889077
